order_id,customer_id,order_date,total_amount
36767,715586,2025-09-07,101.5
36768,715726,2025-09-07,795
36769,604135,2025-09-07,895
36770,715784,2025-09-07,1095
36771,715616,2025-09-07,895
36774,521150,2025-09-07,155
36776,463125,2025-09-07,895
36779,715585,2025-09-07,895
36780,715745,2025-09-07,895
36781,715623,2025-09-07,1495
36782,715601,2025-09-07,2691
36784,715627,2025-09-07,1295
36785,715792,2025-09-07,895
36786,715705,2025-09-07,1495
36788,715776,2025-09-07,895
36792,512533,2025-09-07,555
36793,295524,2025-09-07,895
36794,25917,2025-09-07,280
36795,715587,2025-09-07,895
36798,715763,2025-09-07,895
36801,715708,2025-09-07,130
36802,715712,2025-09-07,895
36803,715581,2025-09-07,130
36804,715781,2025-09-07,716
36805,708582,2025-09-07,795
36806,715632,2025-09-07,895
36807,143408,2025-09-07,1790
36808,5193,2025-09-07,1495
36809,715657,2025-09-07,1790
36811,715661,2025-09-07,895
36812,142696,2025-09-07,795
36813,49396,2025-09-07,170
36815,504225,2025-09-07,145
36818,715759,2025-09-07,250
36819,715779,2025-09-07,1790
36820,715677,2025-09-07,895
36821,715711,2025-09-07,895
36822,715757,2025-09-07,895
36823,715682,2025-09-07,895
36824,715758,2025-09-07,895
36825,715689,2025-09-07,1040
36826,715797,2025-09-07,895
36827,715580,2025-09-07,1095
36828,332361,2025-09-07,895
36830,715598,2025-09-07,895
36831,715663,2025-09-07,155
36832,663494,2025-09-07,895
36833,715659,2025-09-07,1095
36834,264620,2025-09-07,895
36835,715766,2025-09-07,895
36836,545368,2025-09-07,895
36837,715640,2025-09-07,895
36838,715764,2025-09-07,895
36839,98667,2025-09-07,895
36840,715655,2025-09-07,895
36841,715746,2025-09-07,1640.89
36842,715635,2025-09-07,300
36843,715735,2025-09-07,895
36844,642120,2025-09-07,895
36845,251576,2025-09-07,895
36846,715720,2025-09-07,1235.02
36847,715583,2025-09-07,895
36848,707808,2025-09-07,845
36849,710037,2025-09-07,795
36851,715684,2025-09-07,1095
36852,259741,2025-09-07,1095
36853,82890,2025-09-07,1195
36855,715706,2025-09-07,170
36856,715639,2025-09-07,895
36857,715692,2025-09-07,1095
36858,58352,2025-09-07,85
36859,192725,2025-09-07,895
36860,715780,2025-09-07,895
36861,715803,2025-09-07,1295
36862,629481,2025-09-07,285
36864,715670,2025-09-07,1295
36865,715592,2025-09-07,895
36866,715729,2025-09-07,692
36867,809,2025-09-07,1495
36868,715629,2025-09-07,1295
36869,715649,2025-09-07,1835.02
36870,715608,2025-09-07,1635.02
36871,715805,2025-09-07,895
36872,520641,2025-09-07,895
36874,390033,2025-09-07,895
36875,20253,2025-09-07,300
36876,308045,2025-09-07,2685
36877,715802,2025-09-07,895
36878,715658,2025-09-07,895
36879,137445,2025-09-07,895
36881,715795,2025-09-07,1295
36882,715807,2025-09-07,3281
36883,715744,2025-09-07,895
36885,715688,2025-09-07,895
36886,715690,2025-09-07,1240.89
36887,715604,2025-09-07,895
36888,228632,2025-09-07,895
36889,715614,2025-09-07,895
36890,715733,2025-09-07,895
36891,715664,2025-09-07,895
36892,715730,2025-09-07,895
36893,715703,2025-09-07,1295
36894,715607,2025-09-07,895
36895,715790,2025-09-07,1095
36897,715743,2025-09-07,1295
36898,715728,2025-09-07,895
36899,715634,2025-09-07,250
36900,715710,2025-09-07,155
36901,715736,2025-09-07,1787
36902,715699,2025-09-07,130
36903,715645,2025-09-07,895
36904,715762,2025-09-07,895
36907,715593,2025-09-07,895
36908,715725,2025-09-07,895
36910,302876,2025-09-07,895
36911,715651,2025-09-07,795
36912,715800,2025-09-07,155
36913,715723,2025-09-07,895
36914,715715,2025-09-07,895
36915,27089,2025-09-07,108.5
36917,619411,2025-09-07,1196
36918,473858,2025-09-07,895
36919,715667,2025-09-07,895
36920,715596,2025-09-07,895
36921,715869,2025-09-08,1925.18
36922,715884,2025-09-08,895
36923,715903,2025-09-08,895
36924,715894,2025-09-08,1295
36925,716012,2025-09-08,895
36926,715953,2025-09-08,1195
36928,26875,2025-09-08,895
36929,716047,2025-09-08,85
36930,715943,2025-09-08,895
36931,715990,2025-09-08,895
36932,716022,2025-09-08,1195
36934,715864,2025-09-08,1240.89
36935,715909,2025-09-08,895
36937,715892,2025-09-08,895
36938,715866,2025-09-08,895
36939,715812,2025-09-08,895
36940,716016,2025-09-08,1295
36941,488470,2025-09-08,895
36942,714468,2025-09-08,895
36943,715821,2025-09-08,1040
36944,715916,2025-09-08,995
36945,182926,2025-09-08,1095
36946,555620,2025-09-08,1243.26
36947,715919,2025-09-08,2527.02
36948,716046,2025-09-08,895
36949,716021,2025-09-08,1040
36950,715873,2025-09-08,2486
36952,715838,2025-09-08,895
36953,715848,2025-09-08,145
36954,715920,2025-09-08,1095
36955,716030,2025-09-08,895
36956,464512,2025-09-08,1095
36957,715827,2025-09-08,895
36958,716024,2025-09-08,1495
36959,715911,2025-09-08,155
36961,676443,2025-09-08,1095
36963,716002,2025-09-08,1095
36964,716026,2025-09-08,895
36966,715891,2025-09-08,1295
36968,715822,2025-09-08,895
36969,715931,2025-09-08,130
36970,715918,2025-09-08,895
36971,715915,2025-09-08,895
36973,715929,2025-09-08,895
36976,716036,2025-09-08,895
36980,715974,2025-09-08,895
36981,268481,2025-09-08,895
36982,716035,2025-09-08,1840.89
36983,715722,2025-09-08,895
36984,715831,2025-09-08,1295
36986,715865,2025-09-08,1495
36988,155618,2025-09-08,1835.02
36991,715900,2025-09-08,1195
36992,715951,2025-09-08,85
36994,157378,2025-09-08,1765
36995,715922,2025-09-08,895
36996,715877,2025-09-08,1095
36997,716001,2025-09-08,895
36998,715834,2025-09-08,895
36999,436056,2025-09-08,1790
37000,715998,2025-09-08,895
37001,715880,2025-09-08,1095
37004,715871,2025-09-08,1295
37005,715868,2025-09-08,895
37006,715913,2025-09-08,1095
37008,716014,2025-09-08,1643.26
37009,715973,2025-09-08,1235.02
37011,571226,2025-09-08,895
37012,715939,2025-09-08,895
37014,716005,2025-09-08,895
37015,716010,2025-09-08,1295
37016,615517,2025-09-08,895
37017,715967,2025-09-08,895
37019,715855,2025-09-08,2190
37020,715854,2025-09-08,895
37021,716031,2025-09-08,895
37022,510462,2025-09-08,1235.02
37023,715988,2025-09-08,895
37025,714364,2025-09-08,1295
37028,716039,2025-09-08,1235.02
37030,715840,2025-09-08,1095
37031,715999,2025-09-08,895
37034,271021,2025-09-08,1235.02
37035,715783,2025-09-08,1640.89
37036,715921,2025-09-08,2691
37039,715861,2025-09-08,895
37040,715887,2025-09-08,1635.02
37044,529598,2025-09-08,1295
37045,715896,2025-09-08,1790
37046,716011,2025-09-08,895
37048,715893,2025-09-08,1840.89
37049,715942,2025-09-08,716
37050,715885,2025-09-08,1095
37052,381649,2025-09-08,755
37053,715882,2025-09-08,1295
37054,715970,2025-09-08,1495
37056,715902,2025-09-08,895
37061,715913,2025-09-08,1095
37062,715849,2025-09-08,895
37063,685003,2025-09-08,145
37064,396365,2025-09-08,895
37065,715954,2025-09-08,795
37066,371091,2025-09-08,795
37067,649079,2025-09-08,1095
37069,715977,2025-09-08,26910
37070,715994,2025-09-08,1240.89
37073,251527,2025-09-08,1587
37076,715955,2025-09-08,359
37077,715917,2025-09-08,1235.02
37078,715836,2025-09-08,895
37079,703337,2025-09-08,1835.02
37082,715944,2025-09-08,895
37085,715874,2025-09-08,1495
37086,715890,2025-09-08,210
37087,558651,2025-09-08,895
37088,715901,2025-09-08,1040
37091,715923,2025-09-08,895
37092,715912,2025-09-08,895
37096,715826,2025-09-08,2190
37097,715996,2025-09-08,1095
37098,16737,2025-09-08,895
37100,715966,2025-09-08,895
37101,201465,2025-09-08,1470
37102,17159,2025-09-08,895
37103,354826,2025-09-08,895
37104,644177,2025-09-08,895
37105,715829,2025-09-08,2687.89
37106,247830,2025-09-08,1835.02
37107,715927,2025-09-08,895
37108,715878,2025-09-08,895
37109,635265,2025-09-08,1040
37112,715841,2025-09-08,895
37113,715820,2025-09-08,895
37116,228979,2025-09-08,1835.02
37117,715905,2025-09-08,895
37118,675822,2025-09-08,1095
37121,716008,2025-09-08,895
37123,715948,2025-09-08,1244
37124,42832,2025-09-08,895
37125,716018,2025-09-08,895
37126,715906,2025-09-08,895
37127,716040,2025-09-08,1295
37128,715851,2025-09-08,1295
37129,716029,2025-09-08,895
37130,715924,2025-09-08,1587
37131,270275,2025-09-08,895
37132,715932,2025-09-08,895
37133,715842,2025-09-08,895
37134,715993,2025-09-08,895
37135,715975,2025-09-08,1295
37136,715860,2025-09-08,1195
37137,715823,2025-09-08,1587
37139,715895,2025-09-08,895
37140,715808,2025-09-08,1235.02
37141,471441,2025-09-08,145
37143,159809,2025-09-08,1158.11
37145,715972,2025-09-08,1987
37147,92208,2025-09-08,145
37148,715773,2025-09-08,0
37152,716038,2025-09-08,895
37153,217326,2025-09-08,155
37155,486723,2025-09-08,895
37156,626186,2025-09-08,155
37157,716019,2025-09-08,895
37158,242645,2025-09-08,895
37160,627272,2025-09-08,1587
37161,715843,2025-09-08,1587
37162,656772,2025-09-08,895
37163,715898,2025-09-08,1295
37164,715968,2025-09-08,895
37166,715815,2025-09-08,1095
37167,715835,2025-09-08,895
37168,617459,2025-09-08,692
37169,715881,2025-09-08,1295
37170,715899,2025-09-08,895
37171,485061,2025-09-08,1295
37172,715983,2025-09-08,692
37173,715857,2025-09-08,895
37175,716027,2025-09-08,895
37176,716028,2025-09-08,895
37177,715879,2025-09-08,895
37178,715960,2025-09-08,895
37179,715867,2025-09-08,895
37180,716041,2025-09-08,1295
37181,528098,2025-09-08,1040
37182,366010,2025-09-08,125
37183,715839,2025-09-08,830
37184,715872,2025-09-08,1495
37185,715846,2025-09-08,895
37186,318688,2025-09-08,285
37187,715830,2025-09-08,895
37188,716037,2025-09-08,895
37189,305846,2025-09-08,1240.89
37190,716009,2025-09-08,1635.02
37192,715926,2025-09-08,895
37193,320802,2025-09-08,108.5
37194,103059,2025-09-08,1195
37195,447134,2025-09-08,1495
37196,715908,2025-09-08,895
37197,715809,2025-09-08,1495
37198,611304,2025-09-08,895
37200,714622,2025-09-08,1235.02
37202,636149,2025-09-08,895
37204,693527,2025-09-08,1790
37205,715907,2025-09-08,125
37206,36825,2025-09-08,170
37207,590833,2025-09-08,895
37208,715824,2025-09-08,895
37209,624816,2025-09-08,1295
37210,715949,2025-09-08,895
37211,715946,2025-09-08,1295
37212,715936,2025-09-08,2590
37213,716034,2025-09-08,895
37214,715933,2025-09-08,1095
37216,715956,2025-09-08,1495
37217,716007,2025-09-08,1495
37218,715828,2025-09-08,1295
37219,715950,2025-09-08,155
37220,715930,2025-09-08,1295
37221,716020,2025-09-08,895
37223,715997,2025-09-08,1495
37225,16993,2025-09-08,895
37226,715832,2025-09-08,1095
37227,716032,2025-09-08,1635.02
37228,594389,2025-09-08,1495
37229,715819,2025-09-08,895
37230,715889,2025-09-08,895
37231,715947,2025-09-08,155
37232,102432,2025-09-08,1635.02
37234,715976,2025-09-08,895
37235,200838,2025-09-08,1295
37237,715833,2025-09-08,795
37238,716004,2025-09-08,1095
37239,715859,2025-09-08,1095
37240,715870,2025-09-08,895
37241,715965,2025-09-08,170
37242,715910,2025-09-08,1195
37244,715837,2025-09-08,895
37245,712543,2025-09-08,895
37246,489684,2025-09-08,1435.02
37247,267574,2025-09-08,895
37248,715875,2025-09-08,895
37249,703778,2025-09-08,210
37250,715959,2025-09-08,290
37251,715928,2025-09-08,1295
37252,715814,2025-09-08,1295
37253,85136,2025-09-08,1235.02
37254,704125,2025-09-08,0
37255,715945,2025-09-08,895
37256,716033,2025-09-08,1495
37257,715817,2025-09-08,1495
37258,715995,2025-09-08,1240.89
37259,219062,2025-09-08,895
37260,715825,2025-09-08,85
37261,319532,2025-09-08,170
37262,715883,2025-09-08,1095
37264,716006,2025-09-08,895
37266,716013,2025-09-08,2691
37267,715845,2025-09-08,895
37268,715876,2025-09-08,895
37269,716003,2025-09-08,895
37270,715935,2025-09-08,895
37271,519460,2025-09-08,1295
37272,715991,2025-09-08,1095
37273,660670,2025-09-08,1435.02
37274,715813,2025-09-08,1095
37275,715962,2025-09-08,170
37276,715863,2025-09-08,1095
37277,715844,2025-09-08,895
37278,715940,2025-09-08,895
37279,715904,2025-09-08,895
37280,325210,2025-09-08,895
37282,716023,2025-09-08,1835.02
37283,715852,2025-09-08,895
37285,587569,2025-09-08,4475
37286,228979,2025-09-08,445
37287,715989,2025-09-08,692
37288,715925,2025-09-08,1295
37289,716044,2025-09-08,895
37291,715989,2025-09-08,1235.02
37292,715971,2025-09-08,895
37293,716050,2025-09-08,895
37294,715982,2025-09-08,895
37295,715914,2025-09-08,895
37296,716045,2025-09-08,895
37297,715980,2025-09-08,895
37298,715952,2025-09-08,1235.02
37299,716015,2025-09-08,895
37300,715963,2025-09-08,1295
37301,715979,2025-09-08,895
37302,91584,2025-09-08,895
37303,715978,2025-09-08,1295
37304,715816,2025-09-08,85
37305,716043,2025-09-08,895
37306,715957,2025-09-08,1295
37307,703829,2025-09-09,895
37309,716224,2025-09-09,895
37310,716177,2025-09-09,895
37311,603637,2025-09-09,895
37312,716210,2025-09-09,895
37313,716082,2025-09-09,1295
37314,716252,2025-09-09,895
37315,716089,2025-09-09,895
37317,716204,2025-09-09,1840.89
37318,716080,2025-09-09,795
37319,716068,2025-09-09,1495
37320,716170,2025-09-09,1495
37321,716152,2025-09-09,895
37322,716232,2025-09-09,895
37324,716133,2025-09-09,1295
37325,716254,2025-09-09,1450
37326,716123,2025-09-09,125
37327,716122,2025-09-09,1295
37328,716181,2025-09-09,895
37329,716238,2025-09-09,895
37330,716064,2025-09-09,1295
37331,716120,2025-09-09,895
37333,269261,2025-09-09,1495
37334,241811,2025-09-09,155
37335,716161,2025-09-09,2790
37336,130884,2025-09-09,85
37337,716140,2025-09-09,1240.89
37338,90707,2025-09-09,545
37339,716163,2025-09-09,1295
37340,716165,2025-09-09,895
37341,709586,2025-09-09,895
37342,416506,2025-09-09,895
37343,716060,2025-09-09,895
37344,350539,2025-09-09,795
37345,444761,2025-09-09,795
37346,716130,2025-09-09,1925.18
37347,716198,2025-09-09,1095
37350,716235,2025-09-09,2132
37351,476591,2025-09-09,3866
37352,716110,2025-09-09,108.5
37353,476591,2025-09-09,1790
37354,50889,2025-09-09,895
37355,716058,2025-09-09,895
37356,716118,2025-09-09,145
37357,716143,2025-09-09,895
37358,716193,2025-09-09,1095
37359,452407,2025-09-09,85
37361,716149,2025-09-09,1095
37362,716119,2025-09-09,895
37363,716091,2025-09-09,895
37364,716237,2025-09-09,85
37365,716053,2025-09-09,155
37366,125528,2025-09-09,155
37367,716158,2025-09-09,895
37368,716126,2025-09-09,895
37369,716106,2025-09-09,895
37370,716088,2025-09-09,1195
37371,716209,2025-09-09,895
37373,716065,2025-09-09,3281
37375,463436,2025-09-09,895
37377,716056,2025-09-09,895
37380,716159,2025-09-09,895
37381,710817,2025-09-09,125
37382,127418,2025-09-09,895
37383,715722,2025-09-09,895
37384,716181,2025-09-09,895
37385,716231,2025-09-09,895
37387,716065,2025-09-09,145
37388,716076,2025-09-09,1295
37389,564728,2025-09-09,895
37392,716111,2025-09-09,895
37393,716114,2025-09-09,1840.89
37394,716188,2025-09-09,1095
37395,716195,2025-09-09,895
37396,716148,2025-09-09,895
37397,716138,2025-09-09,895
37398,701357,2025-09-09,1295
37399,716236,2025-09-09,795
37400,712515,2025-09-09,145
37402,716202,2025-09-09,795
37404,716222,2025-09-09,1787
37406,716121,2025-09-09,1295
37407,716104,2025-09-09,895
37409,590412,2025-09-09,1240.89
37411,715751,2025-09-09,263.11
37414,470046,2025-09-09,895
37415,587230,2025-09-09,2590
37416,716083,2025-09-09,1095
37417,716112,2025-09-09,2093
37419,716189,2025-09-09,1295
37421,126933,2025-09-09,795
37422,711412,2025-09-09,0
37423,716154,2025-09-09,1780.02
37425,437306,2025-09-09,3025.02
37427,715576,2025-09-09,895
37429,716067,2025-09-09,895
37430,715576,2025-09-09,130
37431,715576,2025-09-09,130
37432,582042,2025-09-09,895
37433,716182,2025-09-09,895
37434,716071,2025-09-09,895
37436,688802,2025-09-09,895
37437,716128,2025-09-09,895
37439,716142,2025-09-09,895
37440,716167,2025-09-09,1045
37441,716256,2025-09-09,895
37443,716062,2025-09-09,895
37444,424723,2025-09-09,155
37445,320792,2025-09-09,895
37446,716150,2025-09-09,895
37450,716261,2025-09-09,1790
37451,706020,2025-09-09,145
37452,716243,2025-09-09,895
37453,716153,2025-09-09,895
37454,716230,2025-09-09,157.41
37455,716172,2025-09-09,155
37456,716223,2025-09-09,895
37458,267913,2025-09-09,895
37460,716153,2025-09-09,895
37461,716156,2025-09-09,1545
37463,716166,2025-09-09,895
37464,624816,2025-09-09,1295
37465,716059,2025-09-09,1235.02
37467,396786,2025-09-09,895
37469,716147,2025-09-09,1095
37470,91584,2025-09-09,0
37471,716147,2025-09-09,0
37472,716066,2025-09-09,895
37473,716174,2025-09-09,85
37475,694343,2025-09-09,695
37476,126933,2025-09-09,795
37478,470030,2025-09-09,3980
37481,470030,2025-09-09,895
37482,715722,2025-09-09,895
37485,716171,2025-09-09,1295
37487,716253,2025-09-09,1635.02
37488,716124,2025-09-09,1295
37492,603033,2025-09-09,895
37494,716175,2025-09-09,795
37495,716127,2025-09-09,895
37497,572240,2025-09-09,865
37498,684270,2025-09-09,895
37500,716084,2025-09-09,895
37501,716102,2025-09-09,895
37502,606103,2025-09-09,2190
37503,716194,2025-09-09,1633.18
37504,716200,2025-09-09,895
37506,716228,2025-09-09,895
37507,716098,2025-09-09,895
37508,267932,2025-09-09,1240.89
37511,716192,2025-09-09,895
37512,716179,2025-09-09,1240.89
37513,716070,2025-09-09,1440.89
37514,557750,2025-09-09,895
37516,694168,2025-09-09,692
37517,716262,2025-09-09,895
37518,716185,2025-09-09,101.5
37520,716184,2025-09-09,85
37521,716178,2025-09-09,895
37523,716208,2025-09-09,895
37524,716189,2025-09-09,995
37529,148967,2025-09-09,170
37530,628860,2025-09-09,895
37532,716061,2025-09-09,895
37534,716136,2025-09-09,895
37535,716171,2025-09-09,1295
37536,716258,2025-09-09,895
37538,716103,2025-09-09,895
37539,716251,2025-09-09,895
37540,716180,2025-09-09,1635.02
37541,716105,2025-09-09,1295
37542,716081,2025-09-09,895
37545,716054,2025-09-09,895
37546,716087,2025-09-09,895
37548,632715,2025-09-09,155
37549,716217,2025-09-09,995
37550,357985,2025-09-09,895
37551,716086,2025-09-09,155
37553,716220,2025-09-09,895
37556,17353,2025-09-09,1404.64
37557,140615,2025-09-09,795
37558,623389,2025-09-09,1050
37559,715297,2025-09-09,1495
37560,346982,2025-09-09,255
37561,711596,2025-09-09,1095
37563,716199,2025-09-09,895
37564,660509,2025-09-09,256.5
37565,716239,2025-09-09,692
37567,716221,2025-09-09,895
37568,716249,2025-09-09,170
37569,211037,2025-09-09,2190
37571,716141,2025-09-09,895
37572,497346,2025-09-09,155
37573,660045,2025-09-09,1095
37574,417926,2025-09-09,795
37576,716146,2025-09-09,1840.89
37577,716260,2025-09-09,1587
37578,605325,2025-09-09,1095
37580,716072,2025-09-09,895
37582,460835,2025-09-09,895
37583,527084,2025-09-09,1240.89
37584,132832,2025-09-09,895
37585,716108,2025-09-09,1095
37586,716094,2025-09-09,895
37587,716125,2025-09-09,895
37588,716109,2025-09-09,895
37590,716186,2025-09-09,85
37592,490952,2025-09-09,895
37593,350358,2025-09-09,1835.02
37594,716085,2025-09-09,1724.97
37595,716115,2025-09-09,895
37597,548966,2025-09-09,1840.89
37598,716195,2025-09-09,1095
37600,716073,2025-09-09,895
37601,716259,2025-09-09,1495
37602,716257,2025-09-09,1540.89
37603,716113,2025-09-09,1295
37604,599490,2025-09-09,895
37605,716107,2025-09-09,255
37606,631455,2025-09-09,363.5
37607,480224,2025-09-09,1196
37608,716245,2025-09-09,895
37609,575798,2025-09-09,1711.37
37610,211312,2025-09-09,85
37611,716135,2025-09-09,1295
37613,350358,2025-09-09,145
37615,716187,2025-09-09,895
37616,716173,2025-09-09,895
37617,716191,2025-09-09,895
37618,716077,2025-09-09,895
37620,716168,2025-09-09,1840.89
37622,716078,2025-09-09,895
37623,716160,2025-09-09,1235.02
37624,716206,2025-09-09,895
37625,104633,2025-09-09,895
37626,350358,2025-09-09,155
37627,716242,2025-09-09,895
37628,122746,2025-09-09,1295
37629,716063,2025-09-09,795
37630,716164,2025-09-09,895
37631,339632,2025-09-09,1787
37632,716233,2025-09-09,1295
37633,716052,2025-09-09,895
37634,499750,2025-09-09,1495
37636,716247,2025-09-09,1295
37637,716117,2025-09-09,2685
37638,716196,2025-09-09,1295
37639,403293,2025-09-09,895
37640,716241,2025-09-09,1295
37641,716225,2025-09-09,1295
37642,716074,2025-09-09,1040
37644,716169,2025-09-09,895
37645,716227,2025-09-09,1095
37648,716190,2025-09-09,1240.89
37650,716134,2025-09-09,1196
37651,109189,2025-09-09,300
37652,92391,2025-09-09,1790
37653,716069,2025-09-09,895
37654,716211,2025-09-09,895
37655,716079,2025-09-09,795
37657,716101,2025-09-09,1640.89
37658,715787,2025-09-09,145
37659,319608,2025-09-09,3627.39
37661,716215,2025-09-09,895
37662,716234,2025-09-09,145
37663,716183,2025-09-09,1495
37664,716218,2025-09-09,895
37665,716207,2025-09-09,895
37666,26402,2025-09-09,895
37667,708391,2025-09-09,895
37668,716157,2025-09-09,1235.02
37669,716132,2025-09-09,895
37670,338121,2025-09-09,2127.02
37671,716176,2025-09-09,895
37672,546007,2025-09-09,155
37673,716144,2025-09-09,1235.02
37674,716212,2025-09-09,895
37675,716226,2025-09-09,1725.02
37676,716100,2025-09-09,1635.02
37677,716097,2025-09-09,1495
37678,716255,2025-09-09,275
37679,716057,2025-09-09,895
37680,7684,2025-09-09,895
37681,716244,2025-09-09,1095
37682,716197,2025-09-09,3821.02
37683,166990,2025-09-09,895
37684,716250,2025-09-09,1295
37685,716092,2025-09-09,1495
37686,441821,2025-09-09,1243.26
37687,716205,2025-09-09,895
37688,716145,2025-09-09,1295
37689,716090,2025-09-09,1235.02
37691,716203,2025-09-09,1240.89
37692,716131,2025-09-09,895
37693,716246,2025-09-09,1835.02
37694,44164,2025-09-09,310
37695,716155,2025-09-09,895
37696,532649,2025-09-09,1040
37697,282682,2025-09-09,465
37698,693226,2025-09-09,895
37699,716129,2025-09-09,1295
37701,716324,2025-09-10,895
37702,716403,2025-09-10,1640.89
37703,314657,2025-09-10,795
37704,375748,2025-09-10,895
37705,716395,2025-09-10,895
37707,638624,2025-09-10,455
37709,638624,2025-09-10,455
37710,716291,2025-09-10,125
37711,372228,2025-09-10,895
37712,716376,2025-09-10,1635.02
37713,716299,2025-09-10,895
37714,241395,2025-09-10,145
37715,716335,2025-09-10,1240.89
37716,716315,2025-09-10,895
37717,716292,2025-09-10,895
37718,716408,2025-09-10,795
37719,716345,2025-09-10,895
37720,716425,2025-09-10,895
37722,548933,2025-09-10,1495
37723,716434,2025-09-10,1495
37724,716278,2025-09-10,895
37725,716266,2025-09-10,1095
37726,716380,2025-09-10,1095
37727,716367,2025-09-10,2491
37728,716298,2025-09-10,895
37729,716293,2025-09-10,1095
37730,716313,2025-09-10,2040
37731,716409,2025-09-10,1095
37732,716325,2025-09-10,895
37733,716269,2025-09-10,1295
37734,393239,2025-09-10,895
37735,716427,2025-09-10,1495
37736,716352,2025-09-10,895
37737,716389,2025-09-10,895
37738,716424,2025-09-10,895
37739,425115,2025-09-10,895
37743,320428,2025-09-10,1435.02
37744,716377,2025-09-10,85
37746,716280,2025-09-10,895
37747,716391,2025-09-10,895
37748,716371,2025-09-10,895
37750,716401,2025-09-10,692
37752,716439,2025-09-10,1235.02
37753,716319,2025-09-10,378
37755,716304,2025-09-10,1235.02
37756,204414,2025-09-10,1095
37757,716422,2025-09-10,795
37758,716275,2025-09-10,1095
37759,254081,2025-09-10,300
37761,716366,2025-09-10,895
37762,716277,2025-09-10,1095
37763,716274,2025-09-10,2881
37766,716431,2025-09-10,895
37767,140176,2025-09-10,1240.89
37768,682282,2025-09-10,895
37769,716279,2025-09-10,1835.02
37770,716351,2025-09-10,895
37771,716332,2025-09-10,895
37772,716375,2025-09-10,895
37773,716414,2025-09-10,2117.38
37775,716428,2025-09-10,255
37776,716399,2025-09-10,1495
37777,716379,2025-09-10,895
37779,716317,2025-09-10,895
37780,716339,2025-09-10,1295
37782,716265,2025-09-10,895
37783,716337,2025-09-10,155
37784,716328,2025-09-10,895
37785,716384,2025-09-10,1295
37786,233506,2025-09-10,155
37787,716312,2025-09-10,1095
37788,716297,2025-09-10,895
37792,716310,2025-09-10,1113.52
37794,94225,2025-09-10,85
37795,716437,2025-09-10,170
37798,716420,2025-09-10,1055
37799,716442,2025-09-10,745
37801,716404,2025-09-10,745
37802,716311,2025-09-10,1113.52
37804,702423,2025-09-10,395
37805,716342,2025-09-10,745
37810,62687,2025-09-10,745
37811,716284,2025-09-10,745
37814,132898,2025-09-10,145
37816,716417,2025-09-10,1345
37819,716288,2025-09-10,745
37820,716417,2025-09-10,145
37821,716268,2025-09-10,745
37822,716438,2025-09-10,1125.06
37823,716331,2025-09-10,1313.52
37825,716286,2025-09-10,745
37826,716400,2025-09-10,1145
37827,716397,2025-09-10,745
37828,716400,2025-09-10,1045
37832,41942,2025-09-10,895
37834,716270,2025-09-10,1517.11
37836,716402,2025-09-10,745
37837,140883,2025-09-10,1113.52
37838,716318,2025-09-10,1104.64
37839,488180,2025-09-10,1345
37842,716314,2025-09-10,745
37846,716300,2025-09-10,1090
37847,716346,2025-09-10,300
37849,487159,2025-09-10,745
37851,709788,2025-09-10,745
37853,544042,2025-09-10,1313.52
37854,716316,2025-09-10,1430
37855,140883,2025-09-10,1313.52
37856,687721,2025-09-10,170
37857,716330,2025-09-10,1295
37860,716412,2025-09-10,745
37861,610686,2025-09-10,1120
37862,716398,2025-09-10,945
37863,716394,2025-09-10,204
37864,687566,2025-09-10,260
37865,716296,2025-09-10,1790
37867,716416,2025-09-10,1120
37870,716406,2025-09-10,745
37871,716392,2025-09-10,1113.52
37874,248625,2025-09-10,745
37875,701911,2025-09-10,0
37877,624678,2025-09-10,745
37878,716272,2025-09-10,1513.52
37879,716429,2025-09-10,1145
37880,716382,2025-09-10,1145
37883,37069,2025-09-10,85
37884,716413,2025-09-10,1113.52
37885,716281,2025-09-10,1113.52
37886,716372,2025-09-10,745
37887,716315,2025-09-10,895
37889,716347,2025-09-10,745
37890,716396,2025-09-10,745
37892,716358,2025-09-10,745
37893,234781,2025-09-10,745
37894,716336,2025-09-10,1104.64
37895,714520,2025-09-10,0
37896,716369,2025-09-10,745
37897,18704,2025-09-10,745
37899,716426,2025-09-10,745
37900,18704,2025-09-10,745
37903,114574,2025-09-10,85
37905,540663,2025-09-10,1104.64
37907,716418,2025-09-10,85
37908,716435,2025-09-10,745
37909,615817,2025-09-10,745
37910,716360,2025-09-10,125
37911,712884,2025-09-10,0
37912,623398,2025-09-10,745
37913,716327,2025-09-10,1145
37916,716365,2025-09-10,1490
37917,716381,2025-09-10,1113.52
37918,716436,2025-09-10,6606.67
37919,453679,2025-09-10,745
37920,716373,2025-09-10,1304.64
37921,716301,2025-09-10,1117.11
37922,716343,2025-09-10,1117.11
37924,716338,2025-09-10,900
37925,716423,2025-09-10,1145
37927,716415,2025-09-10,1517.11
37928,716341,2025-09-10,1304.64
37929,167962,2025-09-10,745
37930,716308,2025-09-10,1104.64
37931,716329,2025-09-10,745
37932,93984,2025-09-10,945
37933,710249,2025-09-10,260
37934,716370,2025-09-10,745
37937,716353,2025-09-10,1658.52
37938,716295,2025-09-10,900
37939,716407,2025-09-10,745
37940,518148,2025-09-10,745
37941,502665,2025-09-10,1480.25
37943,716282,2025-09-10,745
37944,716440,2025-09-10,745
