order_id,product_id,quantity,unit_price,sales,discounts
36424,1,1,895,895,0
36426,16,2,155,310,93
36426,16,1,155,155,46.5
36427,12,1,145,145,0
36430,18,1,550,550,550
36430,1,1,895,895,0
36432,18,1,550,550,550
36432,1,1,895,895,0
36433,18,1,550,550,550
36433,1,1,895,895,0
36434,16,1,155,155,31
36434,16,1,155,155,31
36435,18,2,550,1100,1100
36435,3,1,895,895,0
36435,1,1,895,895,0
36436,18,1,550,550,550
36436,1,1,895,895,0
36437,18,1,550,550,550
36437,5,1,1295,1295,0
36438,18,1,550,550,550
36438,1,1,895,895,0
36439,16,1,155,155,31
36440,16,1,155,155,0
36441,5,1,1295,1295,0
36444,16,1,155,155,0
36447,18,1,550,550,550
36447,1,1,895,895,0
36448,18,1,550,550,550
36448,1,1,895,895,0
36449,1,1,895,895,0
36450,18,1,550,550,550
36450,5,1,1295,1295,0
36452,18,1,550,550,550
36452,1,1,895,895,0
36454,18,1,550,550,550
36454,1,1,895,895,0
36455,18,1,550,550,550
36455,1,1,895,895,0
36456,7,1,865,865,173
36457,18,1,550,550,550
36457,5,1,1295,1295,0
36458,18,2,550,1100,1100
36458,3,1,895,895,0
36458,1,1,895,895,0
36459,18,1,550,550,550
36459,1,1,895,895,0
36460,5,1,1295,1295,100
36461,18,1,550,550,550
36461,1,1,895,895,0
36462,15,1,125,125,0
36463,14,2,65,130,130
36463,7,1,865,865,173
36464,18,1,550,550,550
36464,5,1,1295,1295,0
36465,18,1,550,550,550
36465,2,1,1095,1095,0
36466,14,2,65,130,0
36467,18,1,550,550,550
36467,5,1,1295,1295,0
36468,14,2,65,130,0
36469,18,1,550,550,550
36469,5,1,1295,1295,0
36470,18,1,550,550,550
36470,1,1,895,895,0
36471,18,1,550,550,550
36471,1,1,895,895,0
36472,18,1,550,550,550
36472,1,1,895,895,0
36473,18,1,550,550,550
36473,1,1,895,895,0
36474,18,1,550,550,550
36474,1,1,895,895,0
36475,18,1,550,550,550
36475,1,1,895,895,0
36477,19,1,360,360,155.03
36477,6,1,1495,1495,0
36477,13,4,85,340,146.42
36477,16,1,155,155,118.58
36479,18,1,550,550,550
36479,2,1,1095,1095,0
36480,2,1,1095,1095,100
36481,18,1,550,550,550
36481,5,1,1295,1295,0
36482,18,1,550,550,550
36482,1,1,895,895,0
36483,19,1,360,360,155.03
36483,1,1,895,895,0
36483,13,2,85,170,73.21
36483,16,1,155,155,110.87
36484,10,1,255,255,0
36484,11,1,145,145,0
36485,19,1,360,360,155.03
36485,3,1,895,895,0
36485,13,2,85,170,73.21
36485,16,1,155,155,116.74
36487,18,1,550,550,550
36487,3,1,895,895,0
36488,19,1,360,360,155.03
36488,6,1,1495,1495,0
36488,13,2,85,170,73.21
36488,16,1,155,155,116.74
36489,18,1,550,550,550
36489,1,1,895,895,0
36491,18,1,550,550,550
36491,3,1,895,895,0
36492,18,1,550,550,550
36492,5,1,1295,1295,0
36494,5,1,1295,1295,0
36494,13,1,85,85,0
36495,16,1,155,155,31
36495,16,1,155,155,31
36496,18,1,550,550,550
36496,1,1,895,895,0
36498,14,2,65,130,0
36499,18,1,550,550,550
36499,1,1,895,895,0
36500,14,2,65,130,0
36501,19,1,360,360,155.03
36501,3,1,895,895,0
36501,13,2,85,170,73.21
36501,16,1,155,155,116.74
36501,8,1,1495,1495,299
36501,9,2,395,790,0
36503,2,1,1095,1095,100
36504,11,1,145,145,0
36504,16,1,155,155,0
36505,18,1,550,550,550
36505,1,1,895,895,0
36507,11,1,145,145,0
36507,19,1,360,360,155.03
36507,3,1,895,895,0
36507,13,1,85,85,73.21
36507,16,1,155,155,107.17
36510,19,1,360,360,155.03
36510,5,1,1295,1295,0
36510,13,2,85,170,73.21
36510,16,1,155,155,110.87
36511,1,1,895,895,0
36512,16,1,155,155,46.5
36512,16,2,155,310,93
36513,18,1,550,550,550
36513,1,1,895,895,0
36514,18,1,550,550,550
36514,3,1,895,895,0
36515,18,1,550,550,550
36515,6,1,1495,1495,0
36517,18,1,550,550,550
36517,1,1,895,895,0
36519,18,1,550,550,550
36519,1,1,895,895,0
36520,1,1,895,895,100
36521,11,1,145,145,0
36522,18,1,550,550,550
36522,1,1,895,895,0
36523,18,1,550,550,550
36523,1,1,895,895,0
36524,18,1,550,550,550
36524,11,1,145,145,0
36524,1,1,895,895,0
36526,18,1,550,550,550
36527,18,1,550,550,550
36527,1,1,895,895,0
36528,16,1,155,155,46.5
36529,18,1,550,550,550
36529,1,1,895,895,0
36530,18,1,550,550,550
36530,1,1,895,895,0
36531,18,1,550,550,550
36531,1,1,895,895,0
36532,18,1,550,550,550
36532,1,1,895,895,0
36532,8,1,1495,1495,299
36532,9,2,395,790,0
36533,18,1,550,550,550
36533,1,1,895,895,0
36535,18,1,550,550,550
36535,2,1,1095,1095,0
36536,4,1,1195,1195,0
36537,1,1,895,895,100
36539,18,1,550,550,550
36539,1,1,895,895,0
36540,7,1,865,865,173
36541,7,1,865,865,173
36543,18,1,550,550,550
36543,1,1,895,895,0
36544,1,1,895,895,0
36545,16,1,155,155,0
36546,16,1,155,155,0
36547,18,1,550,550,550
36547,1,1,895,895,0
36548,18,1,550,550,550
36548,1,1,895,895,0
36549,18,1,550,550,550
36549,1,1,895,895,0
36550,13,1,85,85,0
36552,19,1,360,360,155.03
36552,1,1,895,895,0
36552,13,2,85,170,73.21
36552,16,1,155,155,116.74
36553,18,1,550,550,550
36553,1,1,895,895,0
36554,18,1,550,550,550
36554,1,1,895,895,0
36555,19,1,360,360,155.03
36555,5,1,1295,1295,0
36555,13,2,85,170,73.21
36555,16,1,155,155,116.74
36556,7,1,865,865,173
36557,16,1,155,155,0
36558,5,1,1295,1295,0
36559,18,1,550,550,550
36559,1,1,895,895,0
36560,16,1,155,155,0
36561,18,1,550,550,550
36561,1,1,895,895,0
36562,18,1,550,550,550
36562,1,1,895,895,0
36564,18,1,550,550,550
36564,5,1,1295,1295,0
36565,16,1,155,155,46.5
36566,18,1,550,550,550
36566,1,1,895,895,0
36567,13,1,85,85,0
36568,18,1,550,550,550
36568,2,1,1095,1095,0
36570,18,1,550,550,550
36570,1,1,895,895,0
36571,13,1,85,85,0
36573,1,1,895,895,0
36575,12,1,145,145,0
36576,18,1,550,550,550
36576,19,1,360,360,155.03
36576,1,1,895,895,0
36576,1,1,895,895,0
36576,13,2,85,170,73.21
36576,16,1,155,155,116.74
36579,19,1,360,360,155.03
36579,5,1,1295,1295,0
36579,13,2,85,170,73.21
36579,16,1,155,155,116.74
36582,15,2,125,250,0
36583,18,1,550,550,550
36583,1,1,895,895,0
36584,14,2,65,130,0
36584,14,2,65,130,0
36585,16,1,155,155,0
36586,18,1,550,550,550
36586,1,1,895,895,0
36590,18,1,550,550,550
36590,5,1,1295,1295,0
36591,19,1,360,360,155.03
36591,13,2,85,170,73.21
36591,2,1,1095,1095,0
36591,16,1,155,155,110.87
36592,1,1,895,895,100
36593,18,1,550,550,550
36593,1,1,895,895,0
36593,8,1,1495,1495,299
36594,18,1,550,550,550
36594,1,1,895,895,0
36595,5,1,1295,1295,0
36596,1,1,895,895,0
36596,7,1,865,865,173
36596,7,1,865,865,173
36597,18,1,550,550,550
36597,1,1,895,895,0
36598,19,1,360,360,155.03
36598,3,1,895,895,0
36598,13,2,85,170,73.21
36598,16,1,155,155,116.74
36599,18,1,550,550,550
36599,5,1,1295,1295,0
36600,18,1,550,550,550
36600,3,1,895,895,0
36601,18,2,550,1100,1100
36601,3,2,895,1790,0
36602,16,2,155,310,0
36603,1,1,895,895,0
36604,18,1,550,550,550
36604,1,1,895,895,0
36605,16,1,155,155,0
36607,18,2,550,1100,1100
36607,3,2,895,1790,0
36608,12,1,145,145,0
36610,18,1,550,550,550
36610,1,1,895,895,0
36612,18,1,550,550,550
36612,3,1,895,895,0
36613,18,1,550,550,550
36613,1,1,895,895,0
36614,18,1,550,550,550
36614,1,1,895,895,0
36616,19,1,360,360,155.03
36616,6,1,1495,1495,0
36616,13,2,85,170,73.21
36616,16,1,155,155,110.87
36617,13,2,85,170,0
36618,18,1,550,550,550
36618,1,1,895,895,0
36619,18,1,550,550,550
36619,1,1,895,895,0
36620,18,1,550,550,550
36620,1,1,895,895,0
36624,1,1,895,895,100
36626,18,1,550,550,550
36626,6,1,1495,1495,0
36627,18,1,550,550,550
36627,2,1,1095,1095,0
36628,18,1,550,550,550
36628,1,1,895,895,0
36629,18,1,550,550,550
36629,2,1,1095,1095,0
36630,18,1,550,550,550
36630,1,1,895,895,0
36631,18,1,550,550,550
36631,1,1,895,895,0
36632,18,1,550,550,550
36632,2,1,1095,1095,0
36633,12,1,145,145,0
36634,18,1,550,550,550
36634,1,1,895,895,0
36635,18,1,550,550,550
36635,1,1,895,895,0
36636,16,1,155,155,0
36637,16,1,155,155,0
36638,18,1,550,550,550
36638,1,1,895,895,0
36639,7,1,865,865,173
36640,18,1,550,550,550
36640,2,1,1095,1095,0
36641,18,1,550,550,550
36641,11,1,145,145,0
36641,6,1,1495,1495,0
36641,8,1,1495,1495,299
36642,18,1,550,550,550
36642,1,1,895,895,0
36642,7,1,865,865,173
36644,18,1,550,550,550
36644,1,1,895,895,0
36645,18,1,550,550,550
36645,1,1,895,895,0
36646,19,1,360,360,155.03
36646,3,1,895,895,0
36646,13,2,85,170,73.21
36646,16,1,155,155,116.74
36646,8,1,1495,1495,299
36646,9,2,395,790,0
36647,18,1,550,550,550
36647,4,1,1195,1195,0
36648,1,2,895,1790,0
36649,18,1,550,550,550
36649,1,1,895,895,0
36650,18,1,550,550,550
36650,3,1,895,895,0
36650,7,1,865,865,173
36651,18,1,550,550,550
36651,6,1,1495,1495,0
36652,18,1,550,550,550
36652,1,1,895,895,0
36653,18,1,550,550,550
36653,2,1,1095,1095,0
36654,18,1,550,550,550
36654,2,1,1095,1095,0
36657,18,1,550,550,550
36657,1,1,895,895,0
36658,3,1,895,895,100
36659,18,1,550,550,550
36659,18,1,550,550,550
36659,6,1,1495,1495,0
36659,6,1,1495,1495,0
36660,13,1,85,85,0
36661,10,1,255,255,0
36661,11,1,145,145,0
36661,16,2,155,310,0
36662,18,1,550,550,550
36662,5,1,1295,1295,0
36663,19,1,360,360,155.03
36663,5,1,1295,1295,0
36663,13,2,85,170,73.21
36663,16,1,155,155,116.74
36664,18,1,550,550,550
36664,1,1,895,895,0
36665,19,1,360,360,155.03
36665,1,1,895,895,0
36665,13,2,85,170,73.21
36665,16,1,155,155,110.87
36666,18,1,550,550,550
36666,5,1,1295,1295,0
36667,16,1,155,155,0
36668,18,1,550,550,550
36668,1,1,895,895,0
36668,7,1,865,865,173
36669,19,1,360,360,155.03
36669,13,2,85,170,73.21
36669,2,1,1095,1095,0
36669,16,1,155,155,110.87
36670,19,1,360,360,155.03
36670,3,1,895,895,0
36670,13,2,85,170,73.21
36670,16,1,155,155,116.74
36671,1,1,895,895,50
36673,1,1,895,895,100
36674,18,1,550,550,550
36674,1,1,895,895,0
36675,19,1,360,360,155.03
36675,3,1,895,895,0
36675,13,2,85,170,73.21
36675,16,1,155,155,116.74
36676,5,1,1295,1295,0
36676,7,1,865,865,173
36677,18,1,550,550,550
36677,2,1,1095,1095,0
36678,18,1,550,550,550
36678,5,1,1295,1295,0
36679,18,2,550,1100,1100
36679,1,2,895,1790,0
36680,18,1,550,550,550
36680,3,1,895,895,0
36681,18,1,550,550,550
36681,5,1,1295,1295,0
36682,18,1,550,550,550
36682,1,1,895,895,50
36683,18,1,550,550,550
36683,1,1,895,895,0
36684,16,1,155,155,0
36685,18,1,550,550,550
36685,1,1,895,895,0
36688,18,1,550,550,550
36688,1,1,895,895,0
36689,18,1,550,550,550
36689,1,1,895,895,0
36691,1,1,895,895,0
36692,18,1,550,550,550
36692,1,1,895,895,0
36693,18,1,550,550,550
36693,6,1,1495,1495,0
36694,18,1,550,550,550
36694,1,1,895,895,0
36695,19,1,360,360,155.03
36695,1,1,895,895,0
36695,13,2,85,170,73.21
36695,16,1,155,155,110.87
36697,18,1,550,550,550
36697,1,1,895,895,0
36698,18,1,550,550,550
36698,2,1,1095,1095,0
36699,18,1,550,550,550
36699,1,1,895,895,0
36699,8,1,1495,1495,299
36700,18,1,550,550,550
36700,2,1,1095,1095,0
36701,18,1,550,550,550
36701,3,1,895,895,0
36702,18,1,550,550,550
36702,1,1,895,895,0
36703,18,1,550,550,550
36703,1,1,895,895,0
36704,18,1,550,550,550
36704,1,1,895,895,0
36705,12,1,145,145,0
36706,18,1,550,550,550
36706,1,1,895,895,0
36707,2,1,1095,1095,0
36708,15,1,125,125,0
36709,18,1,550,550,550
36709,1,1,895,895,0
36709,7,1,865,865,173
36710,1,1,895,895,100
36711,18,1,550,550,550
36711,1,1,895,895,0
36712,18,1,550,550,550
36712,1,1,895,895,0
36712,7,1,865,865,173
36713,19,1,360,360,155.03
36713,1,1,895,895,0
36713,13,2,85,170,73.21
36713,16,1,155,155,110.87
36714,19,1,360,360,155.03
36714,1,1,895,895,0
36714,13,2,85,170,73.21
36714,16,2,155,310,116.74
36714,9,2,395,790,0
36715,18,1,550,550,550
36715,1,1,895,895,0
36716,18,1,550,550,550
36716,1,1,895,895,0
36717,18,1,550,550,550
36717,2,1,1095,1095,0
36718,18,1,550,550,550
36718,1,1,895,895,0
36719,18,1,550,550,550
36719,1,1,895,895,0
36720,19,1,360,360,155.03
36720,1,1,895,895,0
36720,13,2,85,170,73.21
36720,16,1,155,155,110.87
36721,11,1,145,145,43.5
36721,16,1,155,155,46.5
36722,18,1,550,550,550
36722,4,1,1195,1195,0
36724,14,2,65,130,0
36726,18,1,550,550,550
36726,2,1,1095,1095,0
36727,7,1,865,865,173
36727,7,1,865,865,173
36728,18,1,550,550,550
36728,2,1,1095,1095,0
36729,18,1,550,550,550
36729,3,1,895,895,0
36731,18,1,550,550,550
36731,1,1,895,895,0
36733,18,1,550,550,550
36733,1,1,895,895,0
36734,1,1,895,895,100
36735,18,2,550,1100,1100
36735,2,2,1095,2190,0
36736,18,1,550,550,550
36736,2,1,1095,1095,0
36737,18,1,550,550,550
36737,3,1,895,895,0
36738,18,1,550,550,550
36738,1,1,895,895,0
36742,7,1,865,865,173
36745,18,1,550,550,550
36745,4,1,1195,1195,0
36747,18,1,550,550,550
36747,18,2,550,1100,1100
36747,1,1,895,895,0
36747,1,2,895,1790,0
36748,18,1,550,550,550
36748,3,1,895,895,0
36749,18,1,550,550,550
36749,6,1,1495,1495,0
36750,12,1,145,145,0
36750,13,2,85,170,0
36752,1,1,895,895,0
36753,18,1,550,550,550
36753,5,1,1295,1295,0
36754,19,1,360,360,155.03
36754,5,1,1295,1295,0
36754,13,1,85,85,73.21
36754,16,1,155,155,108.65
36754,7,1,865,865,173
36755,1,1,895,895,0
36756,19,1,360,360,155.03
36756,4,1,1195,1195,0
36756,13,2,85,170,73.21
36756,16,1,155,155,116.74
36757,18,1,550,550,550
36757,1,1,895,895,0
36758,18,1,550,550,550
36758,11,1,145,145,0
36758,1,1,895,895,0
36759,18,1,550,550,550
36759,3,1,895,895,0
36760,13,1,85,85,0
36761,1,1,895,895,0
36761,7,1,865,865,173
36762,18,1,550,550,550
36762,1,1,895,895,0
36763,18,1,550,550,550
36763,1,1,895,895,0
36764,18,1,550,550,550
36764,1,1,895,895,0
36765,16,1,155,155,0
36766,18,1,550,550,550
36766,1,1,895,895,0
36767,11,1,145,145,43.5
36768,3,1,895,895,100
36769,18,1,550,550,550
36769,1,1,895,895,0
36770,18,1,550,550,550
36770,2,1,1095,1095,0
36771,18,1,550,550,550
36771,3,1,895,895,0
36774,16,1,155,155,0
36776,18,1,550,550,550
36776,3,1,895,895,0
36779,18,1,550,550,550
36779,3,1,895,895,0
36780,18,1,550,550,550
36780,3,1,895,895,0
36781,18,1,550,550,550
36781,6,1,1495,1495,0
36782,18,1,550,550,550
36782,6,1,1495,1495,0
36782,8,1,1495,1495,299
36784,18,1,550,550,550
36784,5,1,1295,1295,0
36785,18,1,550,550,550
36785,1,1,895,895,0
36786,18,1,550,550,550
36786,6,1,1495,1495,0
36788,18,1,550,550,550
36788,3,1,895,895,0
36792,10,1,255,255,0
36792,11,1,145,145,0
36792,16,1,155,155,0
36793,18,1,550,550,550
36793,1,1,895,895,0
36794,15,1,125,125,0
36794,16,1,155,155,0
36795,18,1,550,550,550
36795,1,1,895,895,0
36798,18,1,550,550,550
36798,3,1,895,895,0
36801,14,2,65,130,0
36802,18,1,550,550,550
36802,1,1,895,895,0
36803,14,2,65,130,0
36804,1,1,895,895,179
36805,1,1,895,895,100
36806,18,1,550,550,550
36806,1,1,895,895,0
36807,18,2,550,1100,1100
36807,1,2,895,1790,0
36808,18,1,550,550,550
36808,6,1,1495,1495,0
36809,18,2,550,1100,1100
36809,1,2,895,1790,0
36811,18,1,550,550,550
36811,1,1,895,895,0
36812,1,1,895,895,100
36813,13,2,85,170,0
36815,11,1,145,145,0
36818,15,2,125,250,0
36819,18,1,550,550,550
36819,18,1,550,550,550
36819,1,1,895,895,0
36819,1,1,895,895,0
36820,18,1,550,550,550
36820,1,1,895,895,0
36821,18,1,550,550,550
36821,1,1,895,895,0
36822,18,1,550,550,550
36822,3,1,895,895,0
36823,18,1,550,550,550
36823,1,1,895,895,0
36824,18,1,550,550,550
36824,1,1,895,895,0
36825,1,1,895,895,0
36825,12,1,145,145,0
36826,18,1,550,550,550
36826,1,1,895,895,0
36827,18,1,550,550,550
36827,2,1,1095,1095,0
36828,18,1,550,550,550
36828,1,1,895,895,0
36830,18,1,550,550,550
36830,3,1,895,895,0
36831,16,1,155,155,0
36832,18,1,550,550,550
36832,1,1,895,895,0
36833,18,1,550,550,550
36833,2,1,1095,1095,0
36834,1,1,895,895,0
36835,18,1,550,550,550
36835,3,1,895,895,0
36836,18,1,550,550,550
36836,1,1,895,895,0
36837,18,1,550,550,550
36837,1,1,895,895,0
36838,18,1,550,550,550
36838,1,1,895,895,0
36839,18,1,550,550,550
36839,3,1,895,895,0
36840,18,1,550,550,550
36840,1,1,895,895,0
36841,19,1,360,360,155.03
36841,5,1,1295,1295,0
36841,13,2,85,170,73.21
36841,16,1,155,155,110.87
36842,11,1,145,145,0
36842,16,1,155,155,0
36843,18,1,550,550,550
36843,1,1,895,895,0
36844,18,1,550,550,550
36844,1,1,895,895,0
36845,18,1,550,550,550
36845,1,1,895,895,0
36846,19,1,360,360,155.03
36846,1,1,895,895,0
36846,13,2,85,170,73.21
36846,16,1,155,155,116.74
36847,18,1,550,550,550
36847,3,1,895,895,0
36848,1,1,895,895,50
36849,1,1,895,895,100
36851,18,1,550,550,550
36851,2,1,1095,1095,0
36852,18,1,550,550,550
36852,2,1,1095,1095,0
36853,18,1,550,550,550
36853,4,1,1195,1195,0
36855,13,2,85,170,0
36856,18,1,550,550,550
36856,3,1,895,895,0
36857,18,1,550,550,550
36857,2,1,1095,1095,0
36858,13,1,85,85,0
36859,18,1,550,550,550
36859,1,1,895,895,0
36860,18,1,550,550,550
36860,3,1,895,895,0
36861,18,1,550,550,550
36861,5,1,1295,1295,0
36862,14,2,65,130,0
36862,16,1,155,155,0
36864,18,1,550,550,550
36864,5,1,1295,1295,0
36865,18,1,550,550,550
36865,1,1,895,895,0
36866,7,1,865,865,173
36867,6,1,1495,1495,0
36868,18,1,550,550,550
36868,5,1,1295,1295,0
36869,19,1,360,360,155.03
36869,6,1,1495,1495,0
36869,13,2,85,170,73.21
36869,16,1,155,155,116.74
36870,19,1,360,360,155.03
36870,5,1,1295,1295,0
36870,13,2,85,170,73.21
36870,16,1,155,155,116.74
36871,1,1,895,895,0
36872,18,1,550,550,550
36872,3,1,895,895,0
36874,18,1,550,550,550
36874,1,1,895,895,0
36875,12,1,145,145,0
36875,16,1,155,155,0
36876,18,3,550,1650,1650
36876,1,3,895,2685,0
36877,18,1,550,550,550
36877,1,1,895,895,0
36878,18,1,550,550,550
36878,1,1,895,895,0
36879,18,1,550,550,550
36879,1,1,895,895,0
36881,18,1,550,550,550
36881,5,1,1295,1295,0
36882,18,1,550,550,550
36882,5,1,1295,1295,0
36882,8,1,1495,1495,299
36882,9,2,395,790,0
36883,18,1,550,550,550
36883,1,1,895,895,0
36885,18,1,550,550,550
36885,1,1,895,895,0
36886,19,1,360,360,155.03
36886,1,1,895,895,0
36886,13,2,85,170,73.21
36886,16,1,155,155,110.87
36887,1,1,895,895,0
36888,18,1,550,550,550
36888,1,1,895,895,0
36889,18,1,550,550,550
36889,1,1,895,895,0
36890,18,1,550,550,550
36890,3,1,895,895,0
36891,18,1,550,550,550
36891,1,1,895,895,0
36892,18,1,550,550,550
36892,1,1,895,895,0
36893,18,1,550,550,550
36893,5,1,1295,1295,0
36894,18,1,550,550,550
36894,1,1,895,895,0
36895,18,1,550,550,550
36895,2,1,1095,1095,0
36897,18,1,550,550,550
36897,5,1,1295,1295,0
36898,18,1,550,550,550
36898,1,1,895,895,0
36899,15,2,125,250,0
36900,16,1,155,155,0
36901,18,1,550,550,550
36901,2,1,1095,1095,0
36901,7,1,865,865,173
36902,14,2,65,130,0
36903,18,1,550,550,550
36903,1,1,895,895,0
36904,18,1,550,550,550
36904,1,1,895,895,0
36907,18,1,550,550,550
36907,1,1,895,895,0
36908,18,1,550,550,550
36908,1,1,895,895,0
36910,18,1,550,550,550
36910,1,1,895,895,0
36911,1,1,895,895,100
36912,16,1,155,155,0
36913,18,1,550,550,550
36913,1,1,895,895,0
36914,18,1,550,550,550
36914,1,1,895,895,0
36915,16,1,155,155,46.5
36917,8,1,1495,1495,299
36918,18,1,550,550,550
36918,1,1,895,895,0
36919,18,1,550,550,550
36919,3,1,895,895,0
36920,18,1,550,550,550
36920,1,1,895,895,0
36921,19,1,360,360,155.03
36921,1,1,895,895,0
36921,13,2,85,170,73.21
36921,16,1,155,155,118.58
36921,7,1,865,865,173
36922,18,1,550,550,550
36922,1,1,895,895,0
36923,18,1,550,550,550
36923,1,1,895,895,0
36924,5,1,1295,1295,0
36925,18,1,550,550,550
36925,1,1,895,895,0
36926,5,1,1295,1295,100
36928,18,1,550,550,550
36928,1,1,895,895,0
36929,13,1,85,85,0
36930,18,1,550,550,550
36930,1,1,895,895,0
36931,18,1,550,550,550
36931,3,1,895,895,0
36932,18,1,550,550,550
36932,4,1,1195,1195,0
36934,19,1,360,360,155.03
36934,3,1,895,895,0
36934,13,2,85,170,73.21
36934,16,1,155,155,110.87
36935,18,1,550,550,550
36935,1,1,895,895,0
36937,18,1,550,550,550
36937,1,1,895,895,0
36938,18,1,550,550,550
36938,1,1,895,895,0
36939,18,1,550,550,550
36939,1,1,895,895,0
36940,18,1,550,550,550
36940,5,1,1295,1295,0
36941,18,1,550,550,550
36941,1,1,895,895,0
36942,18,1,550,550,550
36942,1,1,895,895,0
36943,18,1,550,550,550
36943,11,1,145,145,0
36943,3,1,895,895,0
36944,2,1,1095,1095,100
36945,18,1,550,550,550
36945,2,1,1095,1095,0
36946,19,1,360,360,155.03
36946,1,1,895,895,0
36946,13,2,85,170,73.21
36946,16,1,155,155,108.5
36947,19,1,360,360,155.03
36947,6,1,1495,1495,0
36947,13,2,85,170,73.21
36947,16,1,155,155,116.74
36947,7,1,865,865,173
36948,18,1,550,550,550
36948,1,1,895,895,0
36949,18,1,550,550,550
36949,11,1,145,145,0
36949,1,1,895,895,0
36950,1,1,895,895,0
36950,8,1,1495,1495,299
36950,9,1,395,395,0
36952,18,1,550,550,550
36952,1,1,895,895,0
36953,12,1,145,145,0
36954,2,1,1095,1095,0
36955,18,1,550,550,550
36955,1,1,895,895,0
36956,18,1,550,550,550
36956,2,1,1095,1095,0
36957,18,1,550,550,550
36957,1,1,895,895,0
36958,18,1,550,550,550
36958,6,1,1495,1495,0
36959,16,1,155,155,0
36961,18,1,550,550,550
36961,2,1,1095,1095,0
36963,18,1,550,550,550
36963,2,1,1095,1095,0
36964,18,1,550,550,550
36964,1,1,895,895,0
36966,18,1,550,550,550
36966,5,1,1295,1295,0
36968,18,1,550,550,550
36968,1,1,895,895,0
36969,14,2,65,130,0
36970,18,1,550,550,550
36970,1,1,895,895,0
36971,18,1,550,550,550
36971,1,1,895,895,0
36973,18,1,550,550,550
36973,1,1,895,895,0
36976,18,1,550,550,550
36976,1,1,895,895,0
36980,18,1,550,550,550
36980,1,1,895,895,0
36981,18,1,550,550,550
36981,1,1,895,895,0
36982,19,1,360,360,155.03
36982,6,1,1495,1495,0
36982,13,2,85,170,73.21
36982,16,1,155,155,110.87
36983,18,1,550,550,550
36983,1,1,895,895,0
36984,18,1,550,550,550
36984,5,1,1295,1295,0
36986,18,1,550,550,550
36986,6,1,1495,1495,0
36988,19,1,360,360,155.03
36988,6,1,1495,1495,0
36988,13,2,85,170,73.21
36988,16,1,155,155,116.74
36991,18,1,550,550,550
36991,4,1,1195,1195,0
36992,13,1,85,85,0
36994,10,1,255,255,0
36994,11,1,145,145,0
36994,1,1,895,895,0
36994,12,1,145,145,0
36994,13,2,85,170,0
36994,16,1,155,155,0
36995,18,1,550,550,550
36995,1,1,895,895,0
36996,18,1,550,550,550
36996,2,1,1095,1095,0
36997,18,1,550,550,550
36997,1,1,895,895,0
36998,18,1,550,550,550
36998,1,1,895,895,0
36999,18,1,550,550,550
36999,18,1,550,550,550
36999,1,1,895,895,0
36999,1,1,895,895,0
37000,18,1,550,550,550
37000,1,1,895,895,0
37001,18,1,550,550,550
37001,2,1,1095,1095,0
37004,18,1,550,550,550
37004,5,1,1295,1295,0
37005,18,1,550,550,550
37005,1,1,895,895,0
37006,18,1,550,550,550
37006,2,1,1095,1095,0
37008,19,1,360,360,155.03
37008,5,1,1295,1295,0
37008,13,2,85,170,73.21
37008,16,1,155,155,108.5
37009,19,1,360,360,155.03
37009,1,1,895,895,0
37009,13,2,85,170,73.21
37009,16,1,155,155,116.74
37011,18,1,550,550,550
37011,1,1,895,895,0
37012,18,1,550,550,550
37012,1,1,895,895,0
37014,18,1,550,550,550
37014,1,1,895,895,0
37015,18,1,550,550,550
37015,5,1,1295,1295,0
37016,18,1,550,550,550
37016,1,1,895,895,0
37017,18,1,550,550,550
37017,1,1,895,895,0
37019,18,1,550,550,550
37019,18,1,550,550,550
37019,5,1,1295,1295,0
37019,1,1,895,895,0
37020,18,1,550,550,550
37020,1,1,895,895,0
37021,18,1,550,550,550
37021,1,1,895,895,0
37022,19,1,360,360,155.03
37022,1,1,895,895,0
37022,13,2,85,170,73.21
37022,16,1,155,155,116.74
37023,18,1,550,550,550
37023,1,1,895,895,0
37025,18,1,550,550,550
37025,5,1,1295,1295,0
37028,19,1,360,360,155.03
37028,1,1,895,895,0
37028,13,2,85,170,73.21
37028,16,1,155,155,116.74
37030,18,1,550,550,550
37030,2,1,1095,1095,0
37031,18,1,550,550,550
37031,1,1,895,895,0
37034,19,1,360,360,155.03
37034,1,1,895,895,0
37034,13,2,85,170,73.21
37034,16,1,155,155,116.74
37035,19,1,360,360,155.03
37035,5,1,1295,1295,0
37035,13,2,85,170,73.21
37035,16,1,155,155,110.87
37036,18,1,550,550,550
37036,6,1,1495,1495,0
37036,8,1,1495,1495,299
37039,18,1,550,550,550
37039,1,1,895,895,0
37040,19,1,360,360,155.03
37040,5,1,1295,1295,0
37040,13,2,85,170,73.21
37040,16,1,155,155,116.74
37044,18,1,550,550,550
37044,5,1,1295,1295,0
37045,18,1,550,550,550
37045,18,1,550,550,550
37045,1,1,895,895,0
37045,1,1,895,895,0
37046,18,1,550,550,550
37046,1,1,895,895,0
37048,19,1,360,360,155.03
37048,6,1,1495,1495,0
37048,13,2,85,170,73.21
37048,16,1,155,155,110.87
37049,1,1,895,895,179
37050,18,1,550,550,550
37050,2,1,1095,1095,0
37052,11,1,145,145,0
37052,11,1,145,145,0
37052,16,1,155,155,0
37052,16,1,155,155,0
37052,16,1,155,155,0
37053,18,1,550,550,550
